ID,Response Round,Questionnaire Version,Group,Myocardial InfarctionA,Myocardial InfarctionB,Chronic Fatigue SyndromeA,Chronic Fatigue SyndromeB,BaldnessA,BaldnessB,Lack of Sexual DesireA,Lack of Sexual DesireB,AlcoholismA,AlcoholismB,Premenstrual SyndromeA,Premenstrual SyndromeB,Panic DisorderA,Panic DisorderB,AnorexiaA,AnorexiaB,GriefA,GriefB,DeafnessA,DeafnessB,Erectile DysfunctionA,Erectile DysfunctionB,Motivational Deficiency DisorderA,Motivational Deficiency DisorderB,OsteoporosisA,OsteoporosisB,Gambling AddictionA,Gambling AddictionB,Tension HeadacheA,Tension HeadacheB,Work ExhaustionA,Work ExhaustionB,HIVAIDSA,HIVAIDSB,InfertilityA,InfertilityB,ADHDA,ADHDB,Prostate CancerA,Prostate CancerB,PneumoniaA,PneumoniaB,InsomniaA,InsomniaB,ObesityA,ObesityB,Drug AddictionA,Drug AddictionB,Male MenopauseA,Male MenopauseB,AgeingA,AgeingB,TranssexualismA,TranssexualismB,Alcoholic Liver CirrhosisA,Alcoholic Liver CirrhosisB,SchizophreniaA,SchizophreniaB,Restless Legs SyndromeA,Restless Legs SyndromeA,Age Related Muscle LossA,Age Related Muscle LossB,Adult Onset DiabetesA,Adult Onset DiabetesB,SmokingA,SmokingB,AutismA,AutismB,Nighttime VoidingA,Nighttime VoidingB,BulimiaA,BulimiaB,Generalized Anxiety DisorderA,Generalized Anxiety DisorderB,SleepApneaA,SleepApneaB,WrinklesA,WrinklesB,Elevated CholesterolA,Elevated CholesterolB,BreastCancerA,BreastCancerB,FibromyalgiaA,FibromyalgiaB,Elevated Blood PressureA,Elevated Blood PressureB,Dental CariesA,Dental CariesB,LungCancerA,LungCancerB,Female MenopauseA,Female MenopauseB,MalnutritionA,MalnutritionB,Irritable Bowel SyndromeA,Irritable Bowel SyndromeB,HomosexualityA,HomosexualityB,Refractive ErrorA,Refractive ErrorB,Lactose IntoleranceA,Lactose IntoleranceB,Down SyndromeA,Down SyndromeB,Personality DisorderA,Personality DisorderA,Overactive BladderA,Overactive BladderB,DepressionA,DepressionB,Juvenile DiabetesA,Juvenile DiabetesB,MalariaA,MalariaB,Social Anxiety DisorderA,Social Anxiety DisorderB,Premature EjaculationA,Premature EjaculationB,Hip FractureA,Hip FractureB,Excluded_Included
3986,3,3,1,5,5,3,3,2,2,2,2,3,3,3,3,4,4,2,3,1,2,5,5,2,2,1,1,5,5,2,3,3,3,3,3,5,5,3,3,3,3,5,5,5,5,3,3,3,3,1,2,2,2,1,1,1,1,4,3,5,5,4,3,3,3,5,5,1,1,5,5,3,3,1,3,4,4,5,4,1,1,3,3,5,5,4,4,4,4,4,4,5,5,2,4,2,5,4,5,1,1,4,3,5,5,5,5,3,5,3,3,3,2,4,5,5,5,3,3,2,2,5,5,1
3987,3,3,1,5,5,5,5,1,1,2,2,5,5,3,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,2,2,5,5,5,5,5,5,5,5,5,5,,5,5,5,3,3,4,4,5,5,1,1,5,5,1,1,5,5,5,5,5,5,2,2,5,5,5,5,5,5,3,3,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,1
3989,1,3,1,5,5,3,3,1,1,3,3,1,1,1,1,3,3,1,1,3,3,3,3,1,1,1,1,4,4,1,1,1,1,1,1,5,5,3,3,3,3,5,5,4,4,3,3,2,1,1,1,3,1,1,4,1,1,1,1,4,4,2,3,3,4,2,4,1,1,3,3,3,3,2,1,3,3,3,3,1,1,1,1,3,3,1,1,2,4,1,4,3,3,2,3,3,3,3,4,1,1,2,4,1,1,4,4,3,3,1,1,3,3,3,3,3,3,3,3,1,1,4,4,1
3990,3,3,1,5,5,5,5,1,1,1,1,2,2,3,3,2,2,3,4,1,3,4,4,3,4,1,1,5,5,1,1,2,3,2,2,5,4,3,5,4,5,5,5,5,5,5,5,3,3,2,1,3,3,1,1,1,1,5,2,5,5,3,3,5,5,5,5,1,1,5,5,5,5,5,5,3,3,5,5,1,1,3,3,5,5,5,5,5,5,3,4,5,5,4,4,2,2,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,1,1,2,2,1
3992,1,3,1,5,5,4,5,2,3,3,3,2,3,3,3,4,4,4,5,1,3,5,5,3,3,2,3,5,5,2,1,3,3,4,5,5,4,3,3,3,3,5,5,5,5,3,4,2,3,1,3,3,3,2,3,1,1,2,2,5,5,3,3,3,3,4,4,1,1,5,4,4,4,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,4,5,5,5,5,5,3,5,4,4,1,1,5,5,4,5,5,5,4,3,4,5,5,5,5,5,5,5,3,4,3,3,5,5,1
3997,1,3,1,5,5,3,3,3,2,3,2,5,5,3,2,5,5,5,3,3,5,5,5,5,3,3,3,5,5,3,3,5,5,5,4,5,5,3,3,5,4,5,5,5,5,3,3,4,5,5,5,4,3,3,5,4,3,5,5,5,5,3,3,5,5,5,5,5,3,5,5,4,3,5,5,5,5,4,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,2,2,2,5,5,5,3,5,5,3,3,3,3,5,5,5,5,5,3,5,4,2,1,4,3,1
4001,1,1,3,4,5,1,1,1,1,4,3,4,3,1,1,2,2,2,3,1,1,2,3,4,3,1,1,4,3,1,1,2,1,2,2,4,4,1,1,2,2,4,4,4,4,3,4,2,1,3,3,1,1,1,1,3,1,4,2,5,5,1,1,1,1,4,5,1,1,4,4,3,3,3,1,3,3,3,3,1,1,4,4,5,5,4,4,4,3,1,1,4,5,1,1,1,1,1,1,1,1,1,1,4,5,1,1,3,3,2,2,2,3,5,5,5,5,1,1,1,1,5,5,1
4002,1,1,3,5,4,5,4,3,1,2,1,4,1,3,2,5,4,5,3,3,3,5,5,3,3,2,2,5,4,2,1,3,3,3,3,5,5,3,3,4,4,5,5,4,3,4,3,4,3,4,3,3,2,1,1,1,1,3,1,5,4,4,3,3,3,5,3,1,1,5,5,3,3,4,3,4,3,5,4,2,1,4,3,5,5,5,3,5,3,3,1,5,4,1,1,3,3,3,3,1,1,1,1,3,3,5,5,3,3,2,2,3,3,5,5,3,3,3,3,2,1,4,4,1
4003,1,1,3,5,5,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,1,5,5,2,2,1,1,3,3,1,1,1,1,2,1,5,5,5,5,4,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,1,1,1,1,5,5,1,1,5,5,1,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,1,1,1,1,1,1,5,5,5,5,1,1,4,4,5,5,5,5,2,2,1,1,5,5,1
4009,1,1,3,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,1,,1,5,5,4,1,,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,1,,1,,1,,5,5,5,5,5,4,5,5,5,5,1,,5,5,5,5,5,5,4,4,5,5,1,1,4,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,1,,3,2,1,,1,,2,,5,5,5,5,5,5,5,5,3,4,5,4,5,5,1
4010,1,1,3,5,5,5,5,1,1,2,3,5,5,3,3,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,4,4,4,5,5,3,3,1,3,1,1,5,5,5,5,5,5,4,4,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,5,5,5,3,3,5,5,5,5,3,3,3,3,5,5,1,1,1,3,1,1,5,5,5,5,3,3,5,5,5,5,5,5,5,5,3,3,5,5,1
4011,1,1,3,5,5,4,3,1,1,3,3,3,3,2,1,5,5,5,5,1,1,5,5,2,3,2,2,5,5,2,3,2,3,5,5,5,3,3,3,4,4,4,4,5,5,3,3,2,3,2,3,3,3,1,1,1,1,4,3,5,5,3,3,4,3,5,5,1,1,5,5,5,5,5,4,5,5,5,5,1,1,4,4,5,5,4,3,5,5,4,5,5,5,1,3,5,5,4,4,1,1,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,3,5,5,3,3,5,5,1
4012,2,1,3,5,5,3,3,2,2,1,1,4,2,4,4,4,5,4,4,1,2,5,5,3,3,,,5,5,1,1,4,4,2,3,5,5,3,3,4,4,5,5,5,5,3,3,1,1,3,3,3,3,1,1,1,1,5,2,5,5,2,2,4,4,5,5,1,1,5,5,4,4,2,2,4,4,5,5,1,1,5,5,5,5,4,4,5,5,1,4,5,5,2,2,5,5,5,5,1,1,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,1,1,5,5,1
4013,1,1,3,5,5,5,5,2,1,2,1,3,3,5,5,5,5,5,5,3,5,5,5,5,5,2,3,5,5,3,3,5,5,5,5,3,3,3,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,1,4,3,3,5,3,5,5,5,5,5,5,5,5,1,1,4,4,3,3,5,5,4,5,5,5,1,1,3,3,5,5,4,4,5,5,5,5,3,3,5,5,3,3,5,5,1,1,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,1,5,5,1
4014,1,1,3,5,5,3,2,1,1,1,1,4,3,2,2,2,2,4,4,1,1,1,5,3,3,1,1,5,5,4,1,3,2,2,2,5,5,5,5,3,5,5,5,5,5,4,4,2,2,3,3,1,1,1,1,1,1,5,3,5,5,1,1,4,4,5,5,1,1,1,5,3,3,4,4,2,2,4,4,1,1,5,5,5,5,3,3,4,4,3,3,5,5,1,1,2,3,5,5,1,1,5,5,5,5,1,5,3,3,5,5,5,5,5,5,5,5,3,3,1,1,5,5,1
4017,3,1,3,5,5,5,5,1,1,1,1,5,5,3,3,5,5,5,5,1,1,5,5,1,1,1,1,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,3,3,3,5,5,2,2,5,5,1,1,5,5,5,5,3,3,3,3,5,5,3,3,5,5,4,4,5,5,5,5,5,5,1,1,1,1,5,5,4,4,5,5,4,4,5,5,3,3,1,1,5,5,1,1,1,1,5,5,5,5,5,5,3,3,5,5,5,5,5,5,1,1,1,1,5,5,1
4018,2,1,3,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,1,3,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,3,5,5,1,1,5,5,3,3,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
4019,1,1,3,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,1,3,3,4,3,3,1,1,5,5,2,2,4,4,2,2,5,5,5,5,4,4,5,5,5,5,5,5,3,3,2,2,5,5,1,2,1,2,4,4,5,5,4,4,4,4,4,4,1,3,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,5,5,5,4,4,4,4,5,5,5,5,1,3,5,5,2,2,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,2,3,5,5,1
4021,1,1,3,4,5,4,3,1,1,3,3,5,5,,,5,5,5,5,,,5,,2,3,2,2,5,5,5,4,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,3,1,1,4,3,5,5,5,5,4,4,2,2,,,,,,,4,3,4,3,5,5,5,5,1,1,4,4,5,5,4,3,3,3,2,2,5,5,4,3,5,5,4,4,1,1,2,2,2,3,3,2,5,5,,,5,5,5,5,5,5,5,5,3,3,5,5,1
4022,1,1,3,5,5,3,3,1,1,2,2,3,3,2,2,5,5,5,5,2,2,5,5,3,3,2,2,5,5,1,1,5,5,5,5,5,5,3,1,5,5,5,5,5,5,4,4,3,3,3,5,3,3,1,5,5,1,5,5,5,5,4,4,2,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,3,4,5,5,4,5,5,5,5,5,1,1,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1
4023,1,1,3,5,5,5,5,3,4,4,4,5,5,5,5,5,5,5,5,1,1,3,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,4,5,5,2,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,4,5,2,1,5,5,5,5,5,5,5,5,4,4,5,5,3,5,1,3,5,5,1,1,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1
4024,3,1,3,5,5,2,2,1,1,1,4,4,4,1,4,5,4,5,4,1,4,1,4,2,2,2,2,5,5,,,5,4,4,4,5,4,1,2,5,4,5,5,5,5,2,4,2,2,2,2,1,2,1,1,1,1,5,4,5,5,3,3,1,2,5,5,1,1,5,4,2,2,5,4,5,5,5,5,1,1,5,4,5,5,5,4,5,5,4,5,5,5,1,2,2,4,5,5,1,1,5,4,5,4,4,4,5,4,4,4,5,4,5,5,5,4,4,4,2,2,5,5,1
4025,1,1,3,5,5,3,3,2,2,1,2,1,1,4,4,4,4,4,4,1,2,5,5,2,3,1,1,5,5,1,1,1,2,1,3,2,2,4,4,4,4,5,5,5,5,2,2,1,1,1,1,2,2,1,1,1,1,5,1,5,5,4,3,2,2,3,3,1,1,5,5,,,4,4,3,3,4,3,1,1,4,4,5,5,4,4,4,5,1,2,5,5,4,4,1,1,2,3,1,1,2,4,2,3,5,5,3,3,3,3,2,3,5,5,4,5,2,2,2,2,4,5,1
4027,1,1,3,5,4,3,3,2,2,3,3,5,4,4,3,4,4,4,4,1,2,3,4,4,3,1,1,5,5,4,3,2,2,3,3,5,4,4,4,4,4,5,5,5,5,4,4,4,4,5,4,3,3,1,4,1,1,4,4,5,5,2,4,1,1,4,4,1,1,4,4,3,3,4,4,4,4,4,4,1,1,4,4,5,5,5,5,4,4,4,4,5,5,3,3,5,5,4,5,1,1,3,3,2,1,3,3,4,5,4,4,5,5,5,5,5,5,3,3,3,3,5,5,1
4028,1,1,3,5,5,4,4,1,1,1,1,2,1,4,5,5,5,5,5,1,2,5,5,4,4,1,1,5,5,1,1,2,2,4,4,5,1,2,4,4,5,5,5,5,5,2,2,1,2,1,1,1,3,1,1,1,1,5,5,5,5,4,4,2,4,4,4,1,1,5,5,3,4,4,4,4,4,4,4,1,1,5,5,5,5,5,5,4,5,1,4,5,5,1,5,1,4,4,4,1,1,4,4,4,4,5,5,4,5,4,4,4,4,5,5,5,5,4,4,2,4,5,5,1
4029,1,1,3,5,5,3,3,1,1,2,2,5,4,2,2,5,5,5,5,1,1,5,5,4,4,2,2,5,5,5,5,1,1,1,3,5,5,3,3,3,3,5,5,5,5,2,3,1,2,5,5,1,1,1,1,1,1,5,5,5,5,4,4,3,3,5,5,1,1,5,5,4,4,5,5,5,5,5,4,1,1,3,3,5,5,4,4,3,3,3,5,5,5,1,3,4,4,3,3,1,1,1,3,2,1,5,5,5,5,5,5,4,4,5,5,5,5,4,4,3,3,5,5,1
4030,1,1,3,5,5,3,2,2,1,3,1,5,3,5,2,5,3,5,4,4,4,4,4,4,2,3,2,5,4,4,3,4,3,5,5,5,3,4,2,5,4,5,3,5,2,4,2,1,1,4,3,2,1,1,1,1,1,4,3,5,5,4,3,4,2,5,2,1,1,5,5,2,1,4,4,4,4,3,2,1,1,3,3,5,4,4,3,3,4,1,1,5,4,3,3,3,5,4,4,1,1,1,2,2,2,5,4,4,3,2,2,5,4,5,5,3,3,4,3,2,2,3,3,1
4031,1,1,3,5,5,5,5,1,2,2,3,5,5,3,4,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,4,5,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,1
4032,1,1,3,5,5,5,4,3,2,3,2,4,4,3,3,5,5,5,5,2,2,3,5,3,3,3,3,4,4,4,3,3,3,4,4,5,5,2,4,4,5,5,5,5,5,5,4,4,3,5,4,3,3,1,2,4,3,5,5,5,5,4,4,3,4,4,4,2,2,5,5,4,4,5,5,4,4,4,4,1,1,5,3,5,5,5,4,5,4,2,3,5,5,3,3,4,4,4,4,4,3,2,2,3,3,2,4,4,4,3,4,5,5,5,5,4,3,3,4,3,2,5,4,1
4033,1,1,3,5,5,2,3,2,2,2,2,3,3,2,3,4,4,5,4,2,2,5,5,4,4,1,2,5,5,3,3,4,3,4,4,5,5,3,3,4,4,5,5,5,5,3,4,3,3,3,3,3,4,3,4,1,2,3,4,5,5,3,4,3,3,3,3,2,2,5,5,4,4,3,4,4,4,4,4,2,2,3,3,5,5,4,4,3,3,2,3,5,5,3,3,3,4,4,4,1,1,3,2,3,2,5,5,3,2,4,4,4,4,5,5,5,5,3,2,3,3,5,5,1
4034,1,1,3,5,4,3,3,3,3,3,3,3,3,3,3,5,4,5,5,1,1,2,3,3,3,1,1,5,5,3,3,2,2,3,3,5,5,3,3,4,4,5,5,5,5,4,3,3,3,3,3,3,3,1,3,1,1,4,3,5,5,4,3,3,3,4,4,1,1,5,5,3,3,4,4,3,3,5,5,1,1,4,4,5,5,3,3,5,5,3,3,5,5,4,3,3,3,5,5,1,1,4,4,4,4,3,3,3,3,3,3,4,4,5,5,5,5,3,3,3,3,5,5,1
4035,1,1,3,5,5,5,3,1,1,1,1,5,5,3,3,3,3,5,5,1,1,5,5,3,3,2,2,5,5,5,5,2,1,3,3,5,1,3,3,5,5,5,5,5,5,2,2,2,2,5,5,5,2,1,1,1,1,3,3,5,5,5,5,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,5,5,5,4,3,5,5,5,5,3,3,5,5,3,3,1,1,5,5,2,2,5,5,3,3,5,5,4,4,5,5,5,2,1,1,2,2,5,5,1
4036,3,1,3,5,4,2,3,2,1,4,3,1,1,5,3,3,3,4,2,1,1,4,4,5,4,2,2,5,3,2,1,2,1,3,2,5,5,3,4,4,2,5,4,5,3,2,2,2,2,1,1,4,3,1,1,1,1,3,3,5,3,3,1,3,2,5,4,1,1,5,3,1,3,4,3,3,3,3,3,1,1,3,2,5,4,5,3,3,2,1,1,5,4,4,3,1,2,3,2,1,1,1,1,2,1,5,3,4,3,2,2,4,2,5,4,4,2,1,2,4,3,2,4,1
4038,1,1,3,5,4,3,2,1,2,1,1,3,3,2,3,3,3,5,5,1,1,2,3,2,1,1,1,4,3,1,2,1,1,4,3,5,5,1,1,1,1,5,5,5,4,1,1,2,2,4,4,2,1,1,1,1,1,4,3,5,4,1,1,2,1,4,3,1,1,4,4,1,1,4,3,2,1,4,4,1,1,2,2,5,5,4,4,4,4,1,1,5,5,1,1,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,5,5,5,2,2,2,2,5,5,1
4040,1,1,3,3,5,4,3,1,1,4,1,5,3,1,1,5,5,5,5,1,1,3,3,3,3,1,1,5,3,3,3,5,1,3,3,5,3,3,3,3,3,5,3,5,3,5,3,3,1,5,5,3,3,1,1,3,1,5,3,5,5,3,3,3,3,5,5,1,1,5,3,3,3,5,3,5,5,3,3,1,1,5,5,5,5,5,5,5,5,1,3,5,5,1,1,1,3,4,3,1,1,4,3,3,3,2,2,3,3,3,3,5,5,5,5,5,5,3,3,1,3,3,3,1
4041,1,1,3,5,5,3,3,2,2,1,1,5,3,3,4,3,3,5,5,1,1,4,4,3,3,1,1,2,2,4,2,4,4,3,3,5,4,3,3,3,3,5,5,5,5,3,2,3,2,3,3,3,3,1,1,2,2,5,4,5,5,4,4,4,4,5,5,1,1,2,4,3,3,4,4,3,3,5,5,1,1,4,5,5,5,4,4,5,5,3,4,5,5,4,4,4,4,5,5,1,1,5,5,4,4,3,3,3,4,5,5,5,5,5,5,5,5,2,3,2,3,5,5,1
4043,1,1,3,4,5,2,2,2,2,1,2,4,4,1,1,4,4,4,4,1,1,2,4,2,4,1,1,2,2,1,1,2,4,4,4,4,,3,3,4,,5,5,,,4,4,2,2,2,2,1,1,1,4,3,3,1,2,4,4,1,1,,1,5,4,1,1,5,5,1,1,2,2,2,2,4,4,1,1,1,1,5,5,1,1,4,4,1,1,,4,3,3,2,2,4,4,1,1,1,1,1,1,5,5,4,4,3,3,4,4,5,5,5,5,4,4,3,3,5,5,1
4044,2,1,3,5,5,4,4,2,1,2,1,4,4,4,4,5,5,4,5,1,1,5,5,5,3,4,3,5,5,4,3,5,4,2,3,5,5,4,4,5,5,5,5,5,5,4,4,3,4,4,4,5,4,1,5,1,1,5,3,5,5,5,5,2,5,5,5,1,3,5,5,2,3,2,4,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,1,5,3,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,1
4046,1,1,3,5,5,3,3,2,2,2,2,2,2,1,1,4,4,5,5,1,2,4,4,2,2,3,3,4,4,1,1,3,3,3,3,5,5,3,3,4,5,5,5,5,3,2,2,3,3,1,3,1,1,1,1,1,1,2,2,5,5,3,3,1,1,4,4,1,2,5,5,2,2,3,3,4,4,4,4,1,1,3,3,5,5,4,3,3,3,2,3,5,5,1,2,3,3,3,3,1,1,1,1,3,1,4,5,5,5,3,2,5,5,5,5,5,5,3,4,2,2,5,5,1
4047,1,1,3,5,5,3,3,2,2,3,2,2,2,2,2,4,4,4,4,4,4,5,5,4,4,2,2,5,5,3,3,2,2,4,4,5,5,5,5,4,4,5,5,5,5,4,4,2,2,3,3,3,3,1,2,3,2,2,2,5,5,3,3,4,2,5,5,1,1,5,5,3,3,5,5,4,4,5,5,1,1,4,4,5,5,3,3,4,4,1,5,5,5,3,3,3,3,4,4,1,1,2,2,2,4,5,5,5,5,2,3,5,5,5,5,5,5,5,5,3,4,5,5,1
4048,1,1,3,5,5,5,5,5,5,3,3,1,1,5,5,5,5,5,5,3,3,5,5,3,3,3,3,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1,1,5,5,1,1,5,5,1,1,5,5,5,5,3,3,5,5,1,1,5,5,5,5,3,3,5,5,5,5,1,1,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,1
4049,1,1,3,5,5,5,5,2,1,4,3,5,5,3,3,5,5,5,5,4,4,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,1,1,3,3,5,4,5,5,4,3,5,5,5,4,1,1,5,5,4,2,5,5,5,5,5,5,1,1,5,4,5,5,5,5,5,4,2,2,5,5,4,4,2,4,4,4,1,1,1,1,1,1,5,5,5,5,4,4,5,5,5,5,5,5,3,3,3,3,5,5,1
4050,3,1,3,5,5,4,4,1,1,3,3,4,4,2,2,5,5,5,5,1,1,5,5,4,4,1,1,5,5,4,2,4,1,4,3,5,5,4,1,5,5,5,5,5,5,4,4,2,2,4,2,2,1,1,1,1,1,5,5,5,5,3,1,1,1,5,5,1,1,5,5,1,1,5,5,4,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,5,5,4,4,5,5,5,5,1,1,4,1,5,1,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,1,5,5,1
4052,3,1,3,5,5,4,4,1,1,3,2,4,4,4,4,4,4,5,5,4,4,2,4,3,3,3,3,4,4,4,4,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,5,3,3,4,4,3,3,1,1,1,1,4,4,5,5,4,4,4,4,5,5,1,1,5,5,4,4,5,5,4,4,5,5,2,2,4,4,5,5,5,5,5,5,1,4,5,5,5,5,4,4,5,5,1,1,2,2,2,2,3,3,4,4,5,5,5,5,5,5,5,5,4,4,2,2,5,5,1
4056,1,1,3,2,5,3,3,1,1,1,1,5,1,1,1,3,1,5,1,1,1,1,2,1,2,1,1,4,5,2,1,1,5,1,5,1,3,3,5,1,3,5,5,5,5,1,1,2,2,1,2,1,2,1,5,1,1,5,4,5,5,1,1,4,4,5,5,1,1,1,4,1,2,1,2,1,3,2,4,1,1,2,5,5,5,5,5,2,5,1,4,5,5,1,2,1,2,2,4,1,1,1,1,2,1,2,4,1,1,1,3,1,5,4,5,1,2,1,4,1,2,1,5,1
4057,1,1,3,,5,4,,2,,3,,2,,4,,5,,5,,3,,,5,4,,1,,,4,1,,3,,4,,3,,,4,4,,,5,,5,4,,2,,1,,3,,1,,2,,2,,4,,2,,2,,,4,1,,5,,4,,3,,5,,4,,1,,2,,,5,3,,4,,1,,,5,4,,2,,,4,1,,1,,4,,,5,,2,,2,5,,,5,,5,2,,2,,,5,0
4060,1,1,3,5,5,2,2,1,1,2,2,3,3,1,2,3,3,5,5,1,2,5,5,3,3,1,1,4,4,3,3,3,2,2,2,5,5,3,4,4,4,5,5,5,5,3,3,3,3,4,3,3,3,1,2,1,1,3,4,5,5,4,3,2,3,5,5,1,3,5,5,4,5,4,4,4,3,5,5,1,1,1,3,5,5,5,4,5,5,5,3,5,5,2,3,3,3,5,5,1,1,2,2,1,1,5,5,3,4,5,5,4,4,5,5,5,5,2,3,2,2,5,5,1
4062,1,1,3,5,5,5,5,1,1,3,2,5,4,4,4,5,5,5,5,1,1,5,3,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,3,5,5,1,2,1,1,1,3,5,3,5,5,5,4,3,3,5,5,1,2,5,5,2,,5,5,5,5,5,5,1,1,4,3,5,5,5,5,5,5,4,3,5,5,1,2,3,3,5,5,1,1,5,3,3,,1,1,5,4,3,3,5,,5,5,5,,5,4,4,3,5,5,1
4065,2,1,3,5,5,2,2,5,5,1,1,3,3,4,4,5,5,5,5,2,2,5,5,5,3,1,1,5,5,2,2,4,4,2,2,5,5,5,4,5,5,5,5,5,5,3,3,2,2,2,5,1,1,1,1,2,1,5,5,5,5,3,5,1,2,5,5,1,3,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,4,4,5,5,5,5,5,5,1,3,1,3,4,4,1,1,5,5,5,3,5,5,5,5,2,1,5,5,5,5,5,5,4,4,1,1,5,5,1
4067,1,1,3,5,5,2,3,3,3,4,4,2,3,2,3,5,5,5,5,1,2,5,5,4,4,1,1,5,5,2,3,5,5,4,5,5,5,3,3,5,5,5,5,5,5,3,4,2,2,2,3,2,2,1,1,3,3,5,4,5,5,2,4,3,3,5,5,1,2,5,5,2,3,4,4,4,4,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,5,5,1,1,5,5,5,5,2,5,3,4,3,4,4,4,5,5,5,5,3,5,3,4,5,5,1
4069,1,1,3,5,5,4,4,3,3,2,1,5,4,2,3,5,5,5,5,1,2,5,5,4,4,1,2,5,5,5,4,5,5,4,5,5,5,2,4,4,5,5,5,5,5,4,4,4,4,5,5,2,3,1,4,1,3,5,5,5,5,4,4,4,5,5,5,1,2,5,5,4,5,5,5,5,5,5,5,1,1,4,4,5,5,4,5,4,5,3,5,5,5,2,4,4,5,3,4,1,1,3,4,3,3,2,4,5,5,4,4,5,5,5,5,5,5,5,5,3,3,5,5,1
